checked_at,monitor_checked_at,domain,platform_name,monitor_status,access_status,model_rows,usable_price_rows,quality_flags,matched_url,http_status,note
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,1xm.ai,1XM,ONLINE,PUBLIC_JSON,33,33,GENERIC_PRICE_ONLY:33|ZERO_PRICE_CHECK:30,https://1xm.ai/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,5cookie.cc,5Cookie Code,ONLINE,PUBLIC_JSON,14,14,GENERIC_PRICE_ONLY:14|ZERO_PRICE_CHECK:13,https://www.5cookie.cc/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,724codes.com,724codes,ONLINE,PARSE_FAILED,0,0,,https://724codes.com/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,9527code.com,9527code,ONLINE,PUBLIC_JSON,51,51,GENERIC_PRICE_ONLY:51|ZERO_PRICE_CHECK:48,https://9527code.com/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,aaatoken.cn,3AToken,ONLINE,PUBLIC_JSON,12,12,GENERIC_PRICE_ONLY:12|ZERO_PRICE_CHECK:12,https://aaatoken.cn/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai-szzx.online,数智AI,ONLINE,PARSE_FAILED,0,0,,https://ai-szzx.online/,200,页面似乎包含模型/价格文本，但自动解析失败
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.17nas.com,镜核 AI,CLOUDFLARE_OR_BLOCKED,CLOUDFLARE_OR_BLOCKED,0,0,,https://ai.17nas.com/,,监测已显示 Cloudflare/被拦截，跳过价格抓取
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.anxidc.com,安讯AI,DNS_FAIL,SITE_NOT_REACHABLE,0,0,,,,最新监测状态为 DNS_FAIL，跳过价格抓取
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.cdn.ad,Lightning AI,ONLINE,PARSE_FAILED,0,0,,https://ai.cdn.ad/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.centos.hk,星辰,ONLINE,PUBLIC_JSON,71,71,GENERIC_PRICE_ONLY:71|ZERO_PRICE_CHECK:66,https://ai.centos.hk/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.chaozhi.chat,云枢,ONLINE,PARSE_FAILED,0,0,,https://ai.chaozhi.chat/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.flashapi.top,闪电API,ONLINE,PUBLIC_JSON,31,31,GENERIC_PRICE_ONLY:31|ZERO_PRICE_CHECK:29,https://ai.flashapi.top/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.kividas.com,KyberRouter,ONLINE,PARSE_FAILED,0,0,,https://ai.kividas.com/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.luminai.cc,Lumin AI,ONLINE,PUBLIC_JSON,13,13,GENERIC_PRICE_ONLY:13|ZERO_PRICE_CHECK:12,https://ai.luminai.cc/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.ssgoo.net,TokenGo,ONLINE,PARSE_FAILED,0,0,,https://ai.ssgoo.net/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.xem8k5.top,xem中转站,ONLINE,PUBLIC_JSON,29,29,GENERIC_PRICE_ONLY:29|ZERO_PRICE_CHECK:28,https://ai.xem8k5.top/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,ai.xlyun.pro,小流云,ONLINE,PUBLIC_JSON,48,48,GENERIC_PRICE_ONLY:48|MODEL_TAGS_NORMALIZED:21|ZERO_PRICE_CHECK:24,https://ai.xlyun.pro/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,aiapi.world,AiApi.World,ONLINE,PUBLIC_JSON,114,114,GENERIC_PRICE_ONLY:114|ZERO_PRICE_CHECK:110,https://aiapi.world/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,aiapify.com,AIApify,ONLINE,PUBLIC_JSON,11,11,GENERIC_PRICE_ONLY:11|ZERO_PRICE_CHECK:11,https://aiapify.com/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,aiapis.io,AI APIS,ONLINE,NO_MODEL_PAGE_FOUND,0,0,,https://aiapis.io/,404,没有找到公开模型价格页
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,aiberm.com,Aiberm,ONLINE,PUBLIC_JSON,114,114,GENERIC_PRICE_ONLY:114|ZERO_PRICE_CHECK:109,https://aiberm.com/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,airouter.mxyhi.com,deepproxy,ONLINE,PUBLIC_JSON,146,146,GENERIC_PRICE_ONLY:146|ZERO_PRICE_CHECK:108,https://airouter.mxyhi.com/api/pricing,200,
2026-06-24T08:38:48Z,2026-06-24T07:36:23Z,allinai7.cloud,Allin-AI,ONLINE,NO_MODEL_PAGE_FOUND,0,0,,https://allinai7.cloud/,404,没有找到公开模型价格页
