checked_at,monitor_checked_at,domain,platform_name,monitor_status,access_status,model_rows,usable_price_rows,quality_flags,matched_url,http_status,note
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,1xm.ai,1XM,ONLINE,PUBLIC_JSON,35,35,GENERIC_PRICE_ONLY:35|ZERO_PRICE_CHECK:32,https://1xm.ai/api/pricing,200,
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,5cookie.cc,5Cookie Code,ONLINE,PUBLIC_JSON,16,16,GENERIC_PRICE_ONLY:16|ZERO_PRICE_CHECK:15,https://www.5cookie.cc/api/pricing,200,
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,724codes.com,724codes,ONLINE,PARSE_FAILED,0,0,,https://724codes.com/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,9527code.com,9527code,ONLINE,PUBLIC_JSON,125,125,GENERIC_PRICE_ONLY:125|ZERO_PRICE_CHECK:122,https://9527code.com/api/pricing,200,
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,aaatoken.cn,3AToken,ONLINE,PUBLIC_JSON,13,13,GENERIC_PRICE_ONLY:13|ZERO_PRICE_CHECK:12,https://aaatoken.cn/api/pricing,200,
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,ai-szzx.online,数智AI,ONLINE,PARSE_FAILED,0,0,,https://ai-szzx.online/,200,页面似乎包含模型/价格文本，但自动解析失败
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,ai.17nas.com,镜核 AI,CLOUDFLARE_OR_BLOCKED,CLOUDFLARE_OR_BLOCKED,0,0,,https://ai.17nas.com/,,监测已显示 Cloudflare/被拦截，跳过价格抓取
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,ai.anxidc.com,安讯AI,DNS_FAIL,SITE_NOT_REACHABLE,0,0,,,,最新监测状态为 DNS_FAIL，跳过价格抓取
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,ai.cdn.ad,Lightning AI,ONLINE,PARSE_FAILED,0,0,,https://ai.cdn.ad/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-07-06T09:34:40Z,2026-07-06T02:37:20Z,ai.centos.hk,星辰,ONLINE,PUBLIC_JSON,77,77,GENERIC_PRICE_ONLY:77|ZERO_PRICE_CHECK:73,https://ai.centos.hk/api/pricing,200,
