checked_at,monitor_checked_at,domain,platform_name,monitor_status,access_status,model_rows,usable_price_rows,quality_flags,matched_url,http_status,note
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,1xm.ai,1XM,ONLINE,PUBLIC_JSON,31,31,GENERIC_PRICE_ONLY:31|ZERO_PRICE_CHECK:28,https://1xm.ai/api/pricing,200,
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,5cookie.cc,5Cookie Code,ONLINE,PUBLIC_JSON,14,14,GENERIC_PRICE_ONLY:14|ZERO_PRICE_CHECK:13,https://www.5cookie.cc/api/pricing,200,
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,724codes.com,724codes,ONLINE,PARSE_FAILED,0,0,,https://724codes.com/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,9527code.com,9527code,ONLINE,PUBLIC_JSON,139,139,GENERIC_PRICE_ONLY:139|ZERO_PRICE_CHECK:81,https://9527code.com/api/pricing,200,
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,aaatoken.cn,3AToken,ONLINE,PUBLIC_JSON,33,33,GENERIC_PRICE_ONLY:33|ZERO_PRICE_CHECK:33,https://aaatoken.cn/api/pricing,200,
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,ai-szzx.online,数智AI,ONLINE,PARSE_FAILED,0,0,,https://ai-szzx.online/,200,页面似乎包含模型/价格文本，但自动解析失败
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,ai.17nas.com,镜核 AI,CLOUDFLARE_OR_BLOCKED,CLOUDFLARE_OR_BLOCKED,0,0,,https://ai.17nas.com/,,监测已显示 Cloudflare/被拦截，跳过价格抓取
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,ai.anxidc.com,安讯AI,DNS_FAIL,SITE_NOT_REACHABLE,0,0,,,,最新监测状态为 DNS_FAIL，跳过价格抓取
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,ai.cdn.ad,Lightning AI,ONLINE,PARSE_FAILED,0,0,,https://ai.cdn.ad/,404,页面似乎包含模型/价格文本，但自动解析失败
2026-06-18T09:51:24Z,2026-06-18T08:40:55Z,ai.centos.hk,星辰,ONLINE,PUBLIC_JSON,57,57,GENERIC_PRICE_ONLY:57|ZERO_PRICE_CHECK:54,https://ai.centos.hk/api/pricing,200,
