checked_at,domain,platform_name,source_url,matched_url,access_status,http_status,model_name,provider,model_type,billing_type,input_price,output_price,price_unit,currency,raw_price_text,confidence,note
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,claude-opus-4-6,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,claude-opus-4-8,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,gpt-5.2,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,gpt-5.4,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,gpt-5.4-mini,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,claude-haiku-4-5-20251001,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,claude-opus-4-7,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,claude-sonnet-4-5-20250929,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,claude-sonnet-4-6,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,gpt-5.3-codex,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,gpt-5.5,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,gpt-image-2,,,1,0.08,,,,quota_type=1; model_price=0.08,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,claude-fable-5,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,5cookie.cc,5Cookie Code,https://www.5cookie.cc/,https://www.5cookie.cc/api/pricing,PUBLIC_JSON,200,claude-opus-4-5-20251101,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,ai.17nas.com,镜核 AI,https://ai.17nas.com/,https://ai.17nas.com/,CLOUDFLARE_OR_BLOCKED,,,,,,,,,,,,监测已显示 Cloudflare/被拦截，跳过价格抓取
2026-06-17T21:23:10Z,ai.anxidc.com,安讯AI,https://ai.anxidc.com,,SITE_NOT_REACHABLE,,,,,,,,,,,,最新监测状态为 DNS_FAIL，跳过价格抓取
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,meta/llama-3.2-90b-vision-instruct,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nv-mistralai/mistral-nemo-12b-instruct,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nvidia/nvidia-nemotron-nano-9b-v2,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,qwen/qwen2.5-coder-32b-instruct,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,claude-opus-4-5-20251101,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,ibm/granite-8b-code-instruct,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,mistralai/codestral-22b-instruct-v0.1,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,google/deplot,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,google/gemma-3-4b-it,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nvidia/nemotron-nano-12b-v2-vl,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nvidia/nemotron-nano-3-30b-a3b,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nvidia/riva-translate-4b-instruct,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,meta/llama-3.2-1b-instruct,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,microsoft/phi-3-vision-128k-instruct,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,mistralai/mistral-nemotron,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nvidia/llama-3.2-nemoretriever-1b-vlm-embed-v1,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nvidia/nv-embed-v1,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,google/codegemma-7b,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,meta/llama-4-maverick-17b-128e-instruct,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,meta/llama2-70b,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,mistralai/mixtral-8x22b-instruct-v0.1,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nvidia/llama-3.2-nv-embedqa-1b-v2,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,qwen/qwen3-next-80b-a3b-thinking,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,gpt-5.4-openai-compact,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,microsoft/phi-4-mini-instruct,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,mistralai/mistral-medium-3-instruct,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,nvidia/riva-translate-4b-instruct-v1.1,,,1,0.1,,,,quota_type=1; model_price=0.1,0.75,从 JSON 字段自动抽取，需抽样核对
2026-06-17T21:23:10Z,9527code.com,9527code,https://9527code.com/,https://9527code.com/api/pricing,PUBLIC_JSON,200,qwen/qwen3-coder-480b-a35b-instruct,,,0,0,,,,quota_type=0; model_price=0,0.75,从 JSON 字段自动抽取，需抽样核对
