checked_at,domain,platform_name,final_url,online_status,page_title,note
2026-07-26T08:39:18Z,api1.zhtec.xyz,小海Chat,https://api1.zhtec.xyz/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,api2.qiuqiutoken.com,球球Token - AI中转服务站,https://api2.qiuqiutoken.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,chybenzun.top,CHY公益站,https://chybenzun.top/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,cy.10dianai.com,10dian-API企业台,https://cy.10dianai.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,deepestcode.com,,https://deepestcode.com/,CLOUDFLARE_OR_BLOCKED,Cloudflare Registrar,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,gongyi.subisle.cc,西瓜狗,https://gongyi.subisle.cc/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,gyapi.zxiaoruan.cn,ThatAPI,https://gyapi.zxiaoruan.cn/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,hk.vbcode.io,VBCode.io,https://hk.vbcode.io/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,holdzywoo.top,,https://holdzywoo.top/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,huashang.dpdns.org,New API,https://huashang.dpdns.org/,CLOUDFLARE_OR_BLOCKED,huashang.dpdns.org | 521: Web server is down,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,llmroute.club,"Silk Road AI · 一个 Key,接入 200+ AI 模型 | ChatGPT、Claude、Gemini 国内中转",https://llmroute.club/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,lqapi.cc,速极 API,https://lqapi.cc/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,lumiya.vip,露米娅API,https://lumiya.vip/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,lxtech.icu,LXAPI,https://lxtech.icu/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,maryandthedot.com,New API,https://maryandthedot.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,minicod.com,,https://minicod.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,new.123nhh.xyz,New API,https://new.123nhh.xyz/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,onetoken.one,OneToken,https://onetoken.one/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,vbcode.io,VBCode.io,https://vbcode.io/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,www.kuaiaiapi.com,kuaiai,https://www.kuaiaiapi.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,www.mnapi.com,MN API,https://www.mnapi.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,www.vbcode.io,VBCode.io,https://www.vbcode.io/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-26T08:39:18Z,xezn.org,,https://xezn.org/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
