checked_at,domain,platform_name,final_url,online_status,page_title,note
2026-08-02T08:35:35Z,ai-yyds.com,AI-YYDS   GPT 5 API接口,https://ai-yyds.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,ai.hybgzs.com,黑与白公益站,https://ai.hybgzs.com/,CLOUDFLARE_OR_BLOCKED,Done Hub,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,api.2020111.xyz,老魔公益站,https://api.2020111.xyz/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,api.ai-yyds.com,AI-YYDS   GPT 5 API接口,https://api.ai-yyds.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,api.ark717.com,小鸡毛的公益API站,https://api.ark717.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,api.dx001.ggff.net,yx,https://api.dx001.ggff.net/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,api1.zhtec.xyz,小海Chat,https://api1.zhtec.xyz/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,api2.qiuqiutoken.com,球球Token - AI中转服务站,https://api2.qiuqiutoken.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,chybenzun.top,CHY公益站,https://chybenzun.top/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,deepestcode.com,,https://deepestcode.com/,CLOUDFLARE_OR_BLOCKED,Cloudflare Registrar,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-02T08:35:35Z,gongyi.subisle.cc,西瓜狗,https://gongyi.subisle.cc/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
