checked_at,domain,platform_name,final_url,online_status,page_title,note
2026-08-16T06:53:59Z,hajisong.top,,https://hajisong.top/,CLOUDFLARE_OR_BLOCKED,hajisong.top | 521: Web server is down,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,holdzywoo.top,,https://holdzywoo.top/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,kie.ai,,https://kie.ai/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,llmroute.club,"Silk Road AI · 一个 Key,接入 200+ AI 模型 | ChatGPT、Claude、Gemini 国内中转",https://llmroute.club/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,lqapi.cc,速极 API,https://lqapi.cc/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,maxai.asia,MaxAI API,https://maxai.asia/,CLOUDFLARE_OR_BLOCKED,maxai.asia | 521: Web server is down,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,minicod.com,,https://minicod.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,vbcode.io,VBCode.io,https://vbcode.io/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,wox.lol,WOX.LOL,https://www.wox.lol/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,www.kuaiaiapi.com,kuaiai,https://www.kuaiaiapi.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,www.mnapi.com,MN API,https://www.mnapi.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,www.vbcode.io,VBCode.io,https://www.vbcode.io/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-08-16T06:53:59Z,xezn.org,,https://xezn.org/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
