checked_at,domain,platform_name,final_url,online_status,page_title,note
2026-07-14T00:58:04Z,180txt.cn,180txt,https://180txt.cn/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,4router.net,4Router,https://4router.net/,CLOUDFLARE_OR_BLOCKED,4Router,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,ai.hybgzs.com,黑与白公益站,https://ai.hybgzs.com/,CLOUDFLARE_OR_BLOCKED,Done Hub,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,ai.xem8k5.top,xem中转站,https://ai.xem8k5.top/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,aiok.club,New API,https://www.aiok.club/,CLOUDFLARE_OR_BLOCKED,aiok.club | 521: Web server is down,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,api.2020111.xyz,老魔公益站,https://api.2020111.xyz/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,api.aijws.com,我的贾维斯,https://api.aijws.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,api1.zhtec.xyz,小海Chat,https://api1.zhtec.xyz/,CLOUDFLARE_OR_BLOCKED,Shell API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,cooper-api.com,Cooper-API,https://cooper-api.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,gyapi.zxiaoruan.cn,ThatAPI,https://gyapi.zxiaoruan.cn/,CLOUDFLARE_OR_BLOCKED,,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,lxtech.icu,LXAPI,https://lxtech.icu/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,modcon.top,ModCon,https://modcon.top/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,new.123nhh.xyz,New API,https://new.123nhh.xyz/,CLOUDFLARE_OR_BLOCKED,,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,onetoken.one,OneToken,https://onetoken.one/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,superapi.buzz,SuperAPI,https://superapi.buzz/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,vbcode.io,VBCode.io,https://vbcode.io/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,www.mnapi.com,MN API,https://www.mnapi.com/,CLOUDFLARE_OR_BLOCKED,Just a moment...,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
2026-07-14T00:58:04Z,www.vbcode.io,VBCode.io,https://www.vbcode.io/,CLOUDFLARE_OR_BLOCKED,New API,GitHub Actions 可能只能看到 Cloudflare/人机验证页；请本地手动打开并按需保存截图。
